"Word","Meaning","Usage"
"contraption","noun: A device that appears to be strange, makeshift, or complicated.","“Is it a bird? Is it a plane? No, it’s just a police officer on a hoverbike. Dubai’s cops are training on the hi-tech contraptions.” Cops Putting Crims in Spot of Hover; The Daily Telegraph (Surry Hills, Australia); Nov 10, 2018."
"allicient","adjective: Having the power to attract; appealing.","“And yet Fiben’s heart beat faster as he watched her allicient movements.” David Brin; The Uplift War; Phantasia; 1987."
"cernuous","adjective: Drooping, nodding, or bending forward.","“Her body was half turned away, her neck stretched forward, head cernuous.” Mary Travers; Litany; Smashwords; 2011."
"xanthic","adjective: Yellow or yellowish.","“It became denser, became a yellow fog of tiny, xanthic atoms, dancing endlessly.” Jack Williamson; Golden Blood; Tamerland Press; 1978."
"predaceous or predacious","adjective:
1. Preying on other animals.
2. Seeking to exploit others.","“The Break speaks to the experiences of mothers who, while knowing that their children are made increasingly vulnerable to predacious forces almost immediately as they are let out of the house, must nevertheless find the courage to propel them into the world.” Kristy Taylor; One Girl’s Trauma Exposes Plight of Nations; Canadian Dimension (Winnipeg); Spring 2017."
"hortative","adjective: Strongly urging.","“Nick Groom’s stated aim is hortative: in the face of climate change, local homogenisation, and galloping species loss, he wants culture to be ‘enlisted in the defence of the environment’.” Melissa Harrison; Lore of the Land; Financial Times (London, UK); Dec 14, 2013."
"aubade","noun: Morning song, poem, or music.","“Lovers heard the stern aubade -- the watchman on the tower: ‘Up! Thou rascal, rise, I see the dawning light; the night doth fly.’” Peter James Merrington; Zebra Crossings; Jacana; 2008."
"prosopography","noun:
A study of people in a group, identifying patterns, connections, etc.:
a collective biography.","“William Lubenow’s book examines the society’s first century via a prosopography of its 255 members.” Christopher Kent; Review; Canadian Journal of History (Toronto); Apr 2000. “To give too much away would be to spoil the fun for those keen to delve into Wheen’s enthrallingly seedy prosopography. Suffice to say that Hajdu (hoy doo) was a remarkably protean creature set on fame and wealth above all else. Morality, it would seem, assumed less a back seat than a separate car altogether in a lifelong career of self-aggrandisement.” Chris Power; The Great Pretender; The Times (London, UK); Oct 19, 2002."
"kurbash or kourbash","noun: A whip, especially one made of hippopotamus or rhinoceros hide.
verb tr.: To whip with a kurbash.","“The officer was a lithe, dark woman marked by two ostrich plumes, and a leather kurbash hung on her left wrist.” Clayton Emery; Star of Cursrah; Wizards of the Coast; 1999."
"postiche","noun:
1. A hairpiece.
2. An imitation or sham.","“America that forgot the lessons of Vietnam, plunging ever recklessly into a protracted Iraqi conflict, notwithstanding the electoral postiche of a Middle East democracy.” Rotan E. Lee; Press Must Be Free to Expose the Muck; Philadelphia Tribune (Pennsylvania); Feb 11, 2005."
"safari","noun: An expedition to observe (or, in the past, to hunt) wild animals in their natural habitat.
verb intr.: To go on such an expedition.","“In this vision, the arrival of a wandering tiger becomes a positive event for villagers, an opportunity to offer tourists homestays, or put on small-scale safaris.” A Tiger’s Tale; The Economist (London, UK); Dec 23, 2017."
"gob","noun:
1. Lump or a large amount of something.
2. Mouth.
3. Sailor.","“We learned that spending gobs of time together is marvelous.” Ted Paul; Can Love Be an Open Book?; Los Angeles Times; Dec 22, 2018. “I’d ... do anything other than watch you shovel pizza in your gob.” Jill Poulsen; Unpaid Minions Must Say No to Working Like Slaves; The Courier-Mail (Brisbane, Australia); Oct 27, 2018. “‘A Girl, A Guy And A Gob’ (1941) is a delightful slapstick farce ... Never mind the plot (Lucy pursued by a wealthy snob and a boisterous sailor); just enjoy the fast pace and the many sight gags.” Ted Gilling; Having a Ball; Toronto Star (Canada); Jan 7, 1990."
"skelf","noun:
1. A splinter.
2. A tiny amount of something.
3. A thin or slight person.
4. An annoying or troublesome person.","“Trying to get the garden in order, I got a skelf in my finger.” Neil McIntosh; Road to Skelf-Destruction; Daily Record (Glasgow, UK); Jul 7, 2016. “A skelf of doubt has entered the thought processes of SNP supporters, leading many of them to question whether their most basic political assumptions still hold true.” Kenny Farquharson; Existentialists and New Youth Hold SNP Key; The Times (London, UK); Jun 7, 2017. “For Ferguson, physically still a skelf, a 22-year-old who made his home Scotland debut less than 12 months ago, it is some responsibility.” Jonathan Northcroft; Ferguson Shoulders Extra Load; Sunday Times (London, UK); Nov 5, 2000."
"shingle","noun:	1. A tile laid in overlapping rows to cover walls or roofs.
	2. A small signboard indicating a professional office. Used in the phrase “to hang one’s shingle”.
	3. A woman’s close-cropped haircut tapering from the back of the head to the nape.
	4. Waterworn pebbles found on a beach.
	5. A place where such pebbles are found.
verb tr.:	1. To cover with shingles or to lay out something in an overlapping manner.
	2. To cut hair in a shingle.
	3. To squeeze or hammer puddled iron to remove impurities.
","“[Limited license legal technicians] apprentice under a lawyer for 3,000 hours before they hang their shingles.” Robert Ambrogi; Who Says You Need a Law Degree to Practice Law?; The Washington Post; Mar 15, 2015. “Some decisions are carefully constructed towers of logic framed in lists of pros and cons, shingled in trusted advice.” G.P. Ching; The Grounded Trilogy Book One; Carpe Luna; 2014. “Officers tracked the woman down using the car’s registration number and gave her advice that taking shingle from the beach was illegal.” Woman Who ‘Stole’ Pebbles from a Beach; The Mirror (London, UK); Oct 2, 2013."
"plenum","noun:
1. An assembly in which all members are present.
2. A space in which air or another gas is at pressure greater than the atmospheric pressure.
3. A space filled with matter, as contrasted with vacuum.
4. A space, above the ceiling or below the floor, that serves as a receiving chamber for heated or cooled air.","“The plenum passed a resolution requiring his resignation and ditched him.” Frederick Forsyth; Icon; Bantam; 1996."
"rede","verb tr.:	1. To advise.
	2. To interpret or explain.
noun:	1. Advice.
	2. An account or a narration.
","“There master Courtenay, sitting in his own chamber, gave his rede.” James Joyce; Ulysses; Sylvia Beach; 1922. “Well, rede me this riddle.” L. Sprague deCamp and Catherine Crook deCamp; The Incorporated Knight; Phantasia Press; 1987. “Yet do not cast all hope away. Tomorrow is unknown. Rede oft is found at the rising of the Sun.” J.R.R. Tolkien; The Two Towers (vol. 2 of The Lord of the Rings trilogy); George Allen & Unwin; 1954."
"mycology","noun: The study of fungi.","“[R. Gordon Wasson, a vice president of J.P. Morgan’s bank] began spending less time banking and more on mycology, eventually coming to believe that ‘our ancestors worshipped a divine mushroom’.” Nick Richardson; Revolution in the Head: The Uses and Abuses of Psychedelics; Harper’s Magazine (New York); Jun 2018."
"ailurophile","noun: One who loves cats.","“It’s said in publishing that no cat book ever loses money. Maybe it’s true: bibliophiles tend to be ailurophiles, and both are tenacious breeds.” Emily Toth; Meow mix; Women’s Review of Books (Philadelphia, Pennsylvania); Jul 1, 1995."
"orogeny","noun: Folding and faulting of the earth’s crust resulting in mountain formation.","“The burden of too much time was as profound as orogeny: it subjected his ordinary mind to pressures akin to those which caused earthquakes; tectonic shifts.” Stephen R. Donaldson; Against All Things Ending; Putnam; 2010."
"epigeal","adjective: Living close to the ground, as certain plants.","“He trotted along as if stepping on epigeal plant life, no longer concerned about his height above the true floor of the forest.” Steven L. Davenport; A Father’s Love; Tate; 2011."
"nidifugous","adjective: Well-developed and able to leave the nest soon after hatching.","“The young of all species are -- as you well know -- nidifugous, and ours will be no exception. And as they go, they will take some of their spirit with them, leaving us, the founders as mere husks.” Malcolm Macdonald; Strange Music; Severn House; 2012."
"bloodnoun","noun: A bullfrog -- a heavy-bodied frog having a deep resonant croak. Also known as bloody noun.","“You sit here at night, listen to the cicada and the bloodnouns.” Jeffery Deaver; The Empty Chair; Pocket Books; 2000."
"sodalist","noun: A member of a sodality (a fellowship or association).","“The single lamp still burned near Braethen, who watched the smacking lips of the sodalist who’d tried to swear him in.” Peter Orullian; The Unremembered; Tor; 2011."
"reprobate","adjective: Depraved.
noun: A wicked person.
verb tr.: To disapprove or condemn.","“Russell Crowe plays Ben Wade, the boss of a gang of degenerate reprobates.” Films of the Day; The Times (London, UK); Jun 23, 2018."
"appurtenance","noun:
1. An accessory, equipment, gear, etc. associated with an activity or style of living.
2. A subordinate part.
3. In law, rights belonging to a principal property (for example, the right of way).","“So we buy handbags and hats and other overpriced appurtenances of successful people because we have to nurture our confusing identities.” Wan A. Hulaimi; Walking Through the Clutter of Modern World; New Straits Times (Kuala Lumpur); Feb 1, 2015."
"appose","verb tr.: To place next to or side by side: to juxtapose.","“You look at m/e, you smile at m/e infinitely, m/y eyes are apposed to your eyes, / am seized by unnameable joy and horror.” Monique Wittig (translation David Le Vay); The Lesbian Body; Peter Owen; 1975."
"OK","adjective:	1. Satisfactory; not very good or very bad.
	2. Correct.
	3. Mediocre.
	4. In good health.
noun:	Approval or permission.
verb:	To authorize or approve.
adverb:	In a satisfactory manner.
interjection:	Used to express acknowledgment or agreement.
","“We’ve had an OK season. I think we know that we could have done better.” Brandon Mcneil; Team Walker Looks for Scotties Breakthrough; Calgary Herald (Canada); Jan 23, 2019. “Coulton denies she gave photographers her OK to attend the coalition launch.” Andrew Hornery; PS Private Sydney; Sydney Morning Herald (Australia); Oct 27, 2007. “She okayed the use of the painting as a label.” Virginia Winder; Saving the Day with Beer; Dominion Post (Wellington, New Zealand); Feb 9, 2019. “[Tony] guides me and makes sure everything is going OK.” Liz Lightfoot; “Our Village Was Flooded”; The Guardian (London, UK); Mar 6, 2018. “My answer: OK, but I won’t pay a dime after that.” Sara Al Shurafa; October Was Long; Gulf News (Dubai); Jan 18, 2019."
"sockdolager","noun:
1. A decisive blow or remark.
2. Something exceptional or outstanding.","“Well, here’s a sockdolager. A new poll says nearly half of Canadians can’t name a single Canadian author.” John Robson; Not Reading, It’s the Canadian Way; The Ottawa Citizen (Canada); Jan 2, 2009."
"teddy bear","noun:
1. A stuffed toy in the shape of a bear.
2. Something or someone (especially a large or hairy person) who resembles a teddy bear in appearance or being endearing.","“Dipa’s coach is Bishweshwar Nandi, no teddy bear himself. The two often have clashes.” Akshay Sawai; Dipa Karmakar Calms Down Only When She Gets Her Routine Right; The Economic Times (New Delhi, India); Feb 9, 2019."
"Watergate","noun: A scandal involving abuse of office, deceit, and cover-up.","“[Thomas Donaldson] said the nature of Volkswagen’s scandal had few parallels: ‘I’ve never seen a corporate Watergate of this stripe.’” Jena McGregor; VW’s Next CEO Faces Big Challenge; Los Angeles Times; Sep 27, 2015."
"throttlebottom","noun: A purposeless incompetent in public office.","“[Lyndon B. Johnson] wanted to be Vice President, both to position himself as JFK’s successor someday and because he believed that he could convert any job -- even Throttlebottom’s -- into a power base.” James MacGregor Burns; The Crosswinds of Freedom; Knopf; 1989."
"catchall","noun:
1. A bag or another receptacle for holding odds and ends.
2. Something that covers a wide variety of situations.","“‘Dysfunctional’ is one of those eminently useful modern words that serves as a catchall for so many otherwise complicated issues.” Carrie Vaughn; Low Midnight; Tor; 2014."
"pinchpenny","adjective: Unwilling to spend or give money.
noun: A miserly person.","“At the Dollar Market ... Freddy was a steady customer, if a bit of a pinchpenny. He browsed, but never bought.” Peter Schworm; Town in Tears over Gadabout Gobbler; Boston Globe (Massachusetts); Aug 8, 2009."
"scrapegut or scrape-gut","noun: A fiddler.","“I am in tune with the fork, and ready ere master scrape-gut yonder has his rosin out.” Arthur Maquarie; The Happy Kingdom; Bickers and Son; 1913."
"rakehell","noun: A licentious or immoral person.","“The titular character, John Wilmot, 2nd Earl of Rochester, was a notorious rakehell as well as being a classically influenced, but principally obscene poet and playwright. He was repeatedly exiled from the court of Charles II for everything from abducting his future wife to vandalising a sundial, and died at the age of 33 from alcoholism and venereal disease.” Ian Shuttleworth; Thoroughly Unlikeable, Highly Enjoyable; Financial Times (London, UK); Sep 29, 2016."
"do-all","noun: A person who does all kinds of work in a job.","“‘He is a do-all guy for us and is a critical component to what we are doing.’” Dirk Facer; Utah Football: Covey Is Doing This and That for the Utes; Deseret News (Salt Lake City, Utah); Oct 30, 2018."
"mondegreen","noun: A word or phrase resulting from mishearing a word or phrase,
especially in song lyrics.
Example: “The girl with colitis goes by” for “The girl with kaleidoscope eyes”
(in the Beatles song “Lucy in the Sky with Diamonds”).","“Sometimes in musical announcements, words lose their meaning, or are misheard, resulting in a delightful mondegreen. ... The audience thought Walter Love had said: ‘We are beginning tonight with Howard Ferguson’s overture ‘Fornication’.’” (instead of “Overture for an Occasion”). Paul Clements; An Irishman’s Diary; Irish Times (Dublin); Oct 5, 2016. “[Tim Minchin’s] elocution is so exquisite there’s not a mondegreen in earshot.” Suzanne Simonot; Tim and Tom Show a HOTA Opening Act; The Gold Coast Bulletin (Southport, Australia); Mar 19, 2018."
"resistentialism","noun: The theory that inanimate objects demonstrate hostile behavior toward us.","“Scornful and uncooperative objects -- pianos that mock our sausage fingers; computers that develop transient but alarming hypochondria; keys, socks, and teaspoons that scurry off to their secret covens and never return. There are certainly days when resistentialism seems the only explanation.” Michael Kaplan and Ellen Kaplan; Bozo Sapiens: Why to Err Is Human; Bloomsbury; 2009. “Resistentialism also has a long history in our literature. In his ‘Ode (Inscribed to W.H. Channing)’ (1846), Ralph Waldo Emerson saw the resistentialist writing on the wall and proclaimed that ‘Things are in the saddle, / And ride mankind.’” Charles Harrington Elster; Are Things Sometimes Against Us?; Pittsburgh Post-Gazette (Pennsylvania); Sep 21, 2003."
"spoonerism","noun: The transposition of (usually) the initial sounds of words, typically producing a humorous result.
Examples:
“It is now kisstomary to cuss the bride.” (Spooner while officiating at a wedding)
“Is the bean dizzy?” (Spooner questioning the secretary of his dean)","“Charles enjoyed spoonerisms: He would often order ‘chish and fips’ in a restaurant to see if the waitress was listening, and when his oldest son, Ralph, had a daughter, Charles started referring to his other children (Mark and Jean) as Uncle Jark and Aunt Mean.” Jean L. Manore; Husband. Father. Veteran. Hiker; The Globe and Mail (Toronto, Canada); Jan 15, 2019. “As for her own red-faced moment on air, Hudson recalled how she coined a somewhat racy spoonerism in a reference to Killorglin’s Puck Fair.” SecCaigh; AA Roadwatch Broadcasters Celebrate 21 Years; Irish Examiner (Cork, Ireland); Aug 31, 2010."
"petrichor","noun: The pleasant smell that accompanies the first rain after a dry spell.","“Verity could smell the heavenly scent of petrichor rising up from the damp, hot summer pavement.” Annie Darling; True Love at the Lonely Hearts Bookshop; HarperCollins; 2018."
"omphaloskepsis","noun:
1. Contemplation of one’s navel.
2. Complacent self-indulgent introspection.","“[The club’s] demise has acted as a trigger for one of those periodic outbreaks of omphaloskepsis about the present and future of clubland.” Jim Carroll; Ibiza’s Clubs May Be Following the Money -- But There’s No Substitute for Great Music; Irish Times (Dublin); Sep 23, 2016."
"upcycling","noun: The conversion of a discarded object into something of higher value.","“Clever bargain hunting and upcycling are evident: a G Plan dining table bought on eBay for £9 was laminated a fabulous ochre by car mechanics.” A Weekend in... Deal, Kent; The Times (London, UK); Feb 16, 2019."
"selfie","noun: A self-portrait, typically taken with a phone camera.","“On December 11, engineers directed InSight [NASA’s Mars lander] to take its first selfie.” Chelsea Gohd and Jake Parks; InSight Sets up Shop on Mars; Astronomy (Milwaukee, Wisconsin); Apr 2019."
"mansplain","verb tr.: To explain something, especially to a woman, in a condescending manner
assuming ignorance on the part of the person spoken to, while the
reverse is often true.","“The way Ireland sees it, male attitudes to women are akin to the rest of the UK’s attitude to Northern Ireland. They listen but don’t hear, brutalise but plead innocence, call for conversation but merely mansplain.” Mark Fisher; Ulster American Review; The Guardian (London, UK); Aug 7, 2018."
"gamification","noun: The application of game-related elements to an activity to make it more engaging.","“Part of its approach involves gamification -- necessary, Neoma says, to hold those wandering minds.” Helen Barrett; The Gamified Generation Has Hit Business School; Financial Times (London, UK); Sep 10, 2018."
"bingeable","adjective:
Able to be consumed in rapid succession; typically said of entertainment,
such as movies, television, streaming video, etc.","“Its format, as a halfhour drama with four episodes a week, makes it very bingeable.” Steve Faguy; Why Not Vary Your Program?; Montreal Gazette (Canada); Jan 26, 2019."
"reveille","noun:
1. A signal to wake up in the morning, using a bugle, trumpet, etc., at military installations.
2. Any signal to get out of bed.
3. The hour at which a wake-up signal is sounded.","“An alarm clock that wakes you with the scent of chocolate? It sounds like something Willy Wonka would create, but the Sensorwake Olfactory Alarm Clock is available from Harrods. Within two minutes of reveille, one of seven fragrances (including seaside, croissants, espresso, and grass) will intensify gradually until you are ready to face the day.” Katrina Burroughs; Katrina Burroughs Rounds Up the Latest and Cleverest Gadgets You Didn’t Know You Needed; Sunday Times (London, UK); Sep 18, 2016."
"facies","noun:
1. General appearance.
2. In medicine, a distinctive appearance associated with a pathological condition.
3. In geology, a body of rock with specific characteristics.","“The cholera victim no longer has any face: he has a facies -- a facies that could only mean cholera. The eye, sunk deep in its socket and seemingly atrophied.” Jean Giono; The Horseman on the Roof; North Point Press; 1982."
"mythopoeic or mythopeic","adjective: Relating to the making of myths.","“The work ... is rich with literary and mythopoeic allusions. The story of Jonah’s sojourn in the whale’s belly comes readily enough to mind -- and Pinocchio’s too.” Gary Michael Dault; Venture into the Belly of a Whale; The Globe and Mail (Toronto, Canada); Nov 22, 2008."
"obeisance","noun:
1. A gesture of submission, such as a curtsy.
2. Deference or homage.","“It was a squabble over $2.9 million in property-tax breaks -- small change for ExxonMobil, a company that measures its earnings by the billions. But when the East Baton Rouge Parish school board rejected the energy giant’s rather routine request last month, the ‘no’ vote went off like a bomb in a state where obeisance to the oil, gas, and chemical industries is the norm.” Richard Fausset; Daring to Say No to Big Oil; The New York Times; Feb 5, 2019."
"conscientious","adjective:
1. Meticulous or painstaking.
2. Following one’s conscience; scrupulous.","“Conscientious individuals avoid trouble and achieve success through planning and persistence.” Ross Gittins; Give Your Personality a Check-Up; Sydney Morning Herald (Australia); Jan 9, 2019. “[Bush Sr. & Muhammad Ali] certainly made for an odd pair of bedfellows, the patrician blue blood who enlisted in the US Navy on his 18th birthday and the most conscientious of all the objectors to the Vietnam War.” Dave Hannigan; Ali’s Hostage Negotiating Led to Unlikely Bush Friendship; Irish Times (Dublin, Ireland); Dec 6, 2018."
"Grandisonize","verb tr.: To escort in a courteous manner.","“And now will your ladyship permit me to have the honour of Grandisonizing you into the next apartment?” Blackwood’s Edinburgh Magazine (Scotland); Jun 1824."
"lynch","verb tr.:
To punish (typically, killing by hanging) for an alleged crime, without
a legal trial.","“In August a mob there [in Shashamane, Ethiopia] lynched a man wrongly suspected of carrying a bomb.” A Colourful Revolution; The Economist (London, UK); Dec 8, 2018."
"galvanize","verb tr.:
1. To motivate or to arouse to action.
2. To coat with a rust-resistant material, such as zinc.
3. To stimulate by applying an electric current.","“And what better way than to galvanise some of the best minds to handle the task.” John Antony Xavier; A Herculean Task; New Straits Times (Kuala Lumpur, Malaysia); Feb 19, 2019."
"mesmerize","verb tr.:
1. To spellbind.
2. To hypnotize.","“[Luke Spiller] recalls being mesmerised by Pentecostal preachers, whose sermons would ‘have people shaking on the ground and jumping out of wheelchairs’.” Paul Moody; Bristolian Rhapsody; The Guardian (London, UK); Mar 7, 2019."
"Crusoe","noun: A castaway; a person who is isolated or without companionship.
verb intr.: To be marooned; to survive or manage through one’s ingenuity without outside help.","“Your mad heart goes Crusoeing through all the romances ...” Arthur Rimbaud (Translation: Oliver Bernard); Collected Poems; Penguin; 1962. “The boy Jim roams the edgelands of the Thames (just as young Stevenson liked to ‘go Crusoeing’ in the wilds of Scotland).” Ian Thomson; The Old Buccaneers; Financial Times (London, UK); Mar 31, 2012."
"erose","adjective: Irregularly notched or jagged.","“He looked to the west, a horizon as defined as the erose scars left by the shark.” Rich Jackson; Guiding Daniel; Xlibris; 2012."
"scow","noun: A flat-bottomed boat with square ends.","“Small waves lapped over the scow edge.” Jon Keller; Of Sea and Cloud; Tyrus Books; 2014."
"vaward","noun: The forefront; vanguard.","“In the movement towards this road, the Athenians who formed the left wing were naturally the vaward, and it was upon them that the trying duty would devolve of first crossing the bridge in the face of Persian cavalry.” J.B. Bury; A History of Greece; Macmillan; 1900. “Falstaff: You that are old consider not the capacities of us that are young ... we that are in the vaward of our youth.” William Shakespeare; Henry IV, Part 2; 1596-1599."
"thew","noun:
1. Muscle or tendon.
2. Power; strength; vitality.","“Alabama-born pro-slavery apologist Daniel Hundley noted: ‘... With hearts of oak and thews of steel, crouching to no man and fearing no danger ...’.” Tommy Brown; “Of All the Hardy Sons of Toil”: Class and Race in Antebellum Southcentral and Southeastern Alabama; Alabama Review (Montgomery); Jul 2015. “When I was in junior high, there was a television series with thirtysomethings playing adolescents. The channels crossing one character’s forehead became iconic and, in imitation, I took the habit of raising my eyebrows. Many a shameful night preceding my high school years was spent working the thews of strained visages, gesturing furrows during imagined dialogues and reactions, anything to intensify the indentures athwart my forehead.” Matthew Lancit; Diary; National Post (Canada); Sep 20, 2007."
"pelf","noun: Money or wealth, especially when acquired in a dishonorable manner.","“It is not as if the sheikh is short of pelf. He paid $400 million-odd for the Ingham family’s famed Australian racing and breeding operation.” Craig Young; Sheikh’s Newest Young Star May Be Headed for Bigger Things; Sydney Morning Herald (Australia); Feb 28, 2011."
"bred-in-the-bone","adjective:
1. Deep-rooted.
2. Habitual; inveterate.","“Her bred-in-the-bone positivity has left its mark on her son.” Ruth La Ferla; That Model in the Ad? She’s Mom; The New York Times; Jan 17, 2019."
"ossify","verb tr., intr.:
1. To convert or change into bone.
2. To make or become rigid in thinking, attitudes, habits, etc.","“Mikhail Ugarov and Elena Gremina, playwrights who were husband and wife, were lamenting that Russian theater had grown ossified and distant from society’s problems.” Sophia Kishkovsky; Moscow Theater Rebels, Husband and Wife, Are Dead; The New York Times; Jun 8, 2018."
"bonehead","noun: A stupid person.
adjective: Stupid; thoughtless.","“Mr Bush is widely seen, abroad if not at home, as a bonehead with more brawn than brain.” In Search of Monsters; The Economist (London, UK); Dec 20, 2003."
"Jell-O","noun:
1. A dessert made from gelatin, sugar, and fruit flavoring.
2. Something soft and wiggly.","“Ryan Longwel said: ... it’s too hard to make a kick when your legs are Jell-O.” Mark Craig; On the NFL; Star Tribune (Minneapolis, Minnesota); Nov 20, 2016."
"bareboned","adjective: Lean; spare; gaunt.","“It’s possible that we are witnessing a transition of communication, an evolution of the English language from a complex system of grammatical structure to a more basic, bareboned approach to writing.” Mike Cottrill; Proper Communications Skills a Key to Success; Waterloo Region Record (Kitchener, Canada); Apr 16, 2012."
"bibliotaph or bibliotaphe","noun: One who hoards books.","“A more pertinent example of the morbid bibliotaph is recorded by Blades; this was the late Sir Thomas Phillipps, of Middle Hill, who acquired *bibliographical treasures simply to bury them*. He bought books by the library, crammed his mansion with them, and *never even saw what he had bought*.” Holbrook Jackson; The Anatomy of Bibliomania; University of Illinois Press; 2001."
"bouquiniste or bouquinist","noun: A dealer in old and used books.","“Heywood Hill’s boxes of books, with their blue-and-white address labels, still offer year-round bounty to customers all over the world, but competition from Amazon, an online bookseller, has forced the fashionable bouquiniste to reinvent itself. Under its new owner, Mitford’s nephew the Duke of Devonshire, it has quietly become a leading purveyor of bespoke libraries.” For the Person Who Has Everything; The Economist (London, UK); Dec 20, 2014."
"florilegium","noun: A compilation of excerpts; anthology.","“I was intrigued to find a florilegium of Romantic poetry tucked under a pot of hide glue and was about to settle in to read when I heard a roar of outrage.” Deanna Raybourn; A Curious Beginning; Berkeley; 2015."
"bibliolater","noun:
1. One with extreme devotion to books.
2. One having excessive devotion to the Bible, especially to its literal interpretation.","“Well trained in the best American scholarly library, and a true bibliolater, [Daniel Willard Fiske] was equally well equipped to establish Cornell’s Library.” Morris Bishop; A History of Cornell; Cornell University Press; 2014. “Regular readers know that I am no bibliolater. But the remedy I’m talking about is from the Bible.” Tom Harpur; The Psalms Are Healing Tonic for an Ailing Spirit; Toronto Star (Canada); Jul 14, 1996."
"pandect","noun:
1. A complete body of the laws of a country, organization, etc.
2. A comprehensive treatise on a subject.","“Families were told that students at the near 100-percent African-American elementary school would not be allowed to ‘wear outlandish hairstyles in school,’ as mandated by the improved Saint Rose manual on student pandect.” Michael J. Rochon; School Bans ‘Afro’ Hairdos; Philadelphia Tribune (Pennsylvania); Dec 1, 2000. “The Queen Mother’s death cannot have taken him by surprise, yet, [Andrew Motion] says, he resisted the urge to have his pandect on the national grief written and ready to roll the moment Peter Sissons chose his mauve tie.” Adam Newey; A Turnip Writes; New Statesman (London, UK); Oct 14, 2002."
"Adonis","noun: An exceptionally handsome young man.","“New to the Big Apple, the last thing Lexie Bloom needs is to fall for two guys at once. Especially when she can’t have either. One is her personal trainer, an Adonis way out of her league. The other? A Brit Lit professor her svelte boss insists she woo for her -- via text message, no less. Little does she know, the two are the same man.” Jolyse Barnet; Text Me, Maybe; Entangled* Publishing; 2016. *[An English lit prof. who moonlights as a personal trainer... entangled indeed. -Ed.]"
"Croesus","noun: A very wealthy person.","“Fiona Bruce nods her way through an exclusive interview with the third richest man in the world. Among the revelations divulged by this corduroy Croesus are, ‘it’s a competitive business’ and, shatteringly, ‘I love to read.’ Far better value are Gates’ spry cronies, their testimonies revealing a nerdish tyrant who, having successfully ctrl+alt+deleted generations of business rivals, is apparently now determined to ‘win a Nobel peace prize’.” Sarah Dempster; Television: Watch This; The Guardian (London, UK); Jun 20, 2008."
"fortean","adjective: Relating to paranormal phenomena.","“[Participants] will learn about legendary hauntings, local fortean folklore, and recent accounts of paranormal activity in the city.” Erin Heffernan; The Best Events for Halloweekend 2013; The Marquette Tribune (Milwaukee, Wisconsin); Oct 31, 2013."
"Apollo","noun: A strikingly handsome young man.","“[Billy] is an Apollo, filled with goodness and innocence.” R.M. Campbell; This ‘Billy’ Voyages into the Extraordinary; Seattle Post-Intelligencer (Washington); Jan 15, 2001."
"Zoilus","noun: A harsh critic.","“Because Frost is such a master, one feels like a Zoilus in pointing out these slight slips.” Robert Faggen; The Cambridge Companion to Robert Frost; Cambridge University Press; 2001."
"Haussmannize","verb tr.: To redevelop or rebuild an area, especially on a massive scale.","“In addition to monumentalizing himself, [Juan] Balaguer also aimed to Haussmannize the traditional hearths of urban resistance. His principal target was the huge low-income upper town area of Sabana Perdida, northeast of the city center.” Mike Davis; Planet of Slums; Verso; 2007."
"MacGyver","verb tr.: To improvise an ingenious solution using whatever is available at hand.","“Check out our suggestions of how to MacGyver a few starter snacks from leftovers you might have from Christmas Day.” Myffy Rigby; Hit a New Year’s Eve Bullseye at Home; Sydney Morning Herald (Australia); Dec 27, 2016. “So in the mid-2000s, scientists began to MacGyver a telescope out of previously existing infrastructure.” Sarah Kaplan & Joel Achenbach; A New Horizon; The Washington Post; Apr 11, 2019."
"pasteurize","verb tr.: To heat or irradiate something just long enough to kill pathogenic microorganisms.","“Most pickles you find in a grocery store are pasteurized, making the product shelf stable without refrigeration for up to two years.” Nina Misuraca Ignaczak; The Center of the Pickleverse; Crain’s Detroit Business (Michigan); Apr 8, 2019. “[Wessex Water] now pasteurises its sewage and sells it as fertiliser.” The Money in Europe’s Muck; The Economist (London, UK); Nov 20, 1993."
"Disneyfy","verb tr.:
1. To sanitize, romanticize, or simplify something to make it more palatable for mass consumption.
2. To turn something of historical or cultural importance into trivial entertainment.","“One of my biggest problems with human meat consumption is the perverted way we collude in sanitising and Disneyfying it: those boards outside butcher’s shops in which a smiley pig in a striped apron and hat holds aloft a tray of chops. He’s thrilled to be serving up himself, see! WTF is all that about? Take the national outcry when Marcus, a school lamb raised by children, was slaughtered and his meat shoved in the school raffle. This is traumatising, said parents. Children should be protected from such brutal reality. Why? Everyone who eats meat should be required to visit a slaughterhouse and then if they still want to eat it at least it’s an informed decision.” Carol Midgley; Don’t Hate Me Because I Refuse to Eat Meat; The Times (London, UK); Nov 19, 2013. “An international headhunt to find an archaeologist able to entice more tourists to the Colosseum, the Forum, and Palatine Hill has prompted a furious reaction from critics who fear the sites will be Disneyfied.” Tom Kington; Anger over Plans to Disneyfy the Colosseum; The Australian (Sydney); Jan 13, 2017."
"macadamize","verb tr.: To construct or pave a road with small, broken stones bound with asphalt or tar.","“[Mark] Twain himself was an early advocate for bicycle transport; for example, he’s quoted in an 1895 edition of Portland’s Oregonian suggesting the city macadamize its streets, purchase bicycles, and rent them out to citizens.” Fletcher Moore Twain’s Bike Lessons; Poets & Writers (New York); Sep/Oct 2011."
